data
"{'date': '2023-11-24', 'implied_volatility': '0.3450200629264655', 'price': '47.7760000000000000', 'realized_volatility': '0.29302477237582231286590832955885418655264702992142339422'}"
"{'date': '2023-11-27', 'implied_volatility': '0.333486461058702', 'price': '48.2420000000000000', 'realized_volatility': '0.28691854873521103563459160012838449026150465727346431842'}"
"{'date': '2023-11-28', 'implied_volatility': '0.320271344117221', 'price': '47.8210000000000000', 'realized_volatility': '0.28484450407467587891122588340209694216552789276112554911'}"
"{'date': '2023-11-29', 'implied_volatility': '0.3170926756971585', 'price': '48.1400000000000000', 'realized_volatility': '0.28322968228377523217938096511852860716984059487915618019'}"
"{'date': '2023-11-30', 'implied_volatility': '0.3188420616912065', 'price': '46.7700000000000000', 'realized_volatility': '0.28240342205305308329063020909315772886789023774476087073'}"
"{'date': '2023-12-01', 'implied_volatility': '0.316641063197505', 'price': '46.7650000000000000', 'realized_volatility': '0.28072836986572086914338906061149469328353819271526278470'}"
"{'date': '2023-12-04', 'implied_volatility': '0.3382073647461725', 'price': '45.5100000000000000', 'realized_volatility': '0.284065189778075620216401209983627494215153922814205433'}"
"{'date': '2023-12-05', 'implied_volatility': '0.3348643744453875', 'price': '46.5660000000000000', 'realized_volatility': '0.269769882595520852542729865564409924032806922734785905'}"
"{'date': '2023-12-06', 'implied_volatility': '0.3380956391534065', 'price': '45.5030000000000000', 'realized_volatility': '0.269399705783425692251069552949155361581258449517040195'}"
"{'date': '2023-12-07', 'implied_volatility': '0.32765717708726905', 'price': '46.5960000000000000', 'realized_volatility': '0.336638631913296770970429849298191874341086980357829718'}"
"{'date': '2023-12-08', 'implied_volatility': '0.312073334443187', 'price': '47.5060000000000000', 'realized_volatility': '0.331483749338118601824385169305044343907262888202884676'}"
"{'date': '2023-12-11', 'implied_volatility': '0.33833364355284', 'price': '46.6270000000000000', 'realized_volatility': '0.333996560924925872881823471337861423285183533481939042'}"
"{'date': '2023-12-12', 'implied_volatility': '0.3286849457883575', 'price': '47.6570000000000000', 'realized_volatility': '0.329354039850668792618498269509637441339762135797963074'}"
"{'date': '2023-12-13', 'implied_volatility': '0.3266862872470235', 'price': '48.0880000000000000', 'realized_volatility': '0.320462682609986529597198074995676124091051140451529494'}"
"{'date': '2023-12-14', 'implied_volatility': '0.3738134498189345', 'price': '48.3500000000000000', 'realized_volatility': '0.335819047382056676759498191930404923621383273636659825'}"
"{'date': '2023-12-15', 'implied_volatility': '0.332262897575407', 'price': '48.8900000000000000', 'realized_volatility': '0.335965979884245979145058316525784334196067498457300043'}"
"{'date': '2023-12-18', 'implied_volatility': '0.34194760397340696', 'price': '50.0770000000000000', 'realized_volatility': '0.339994957189682733696445189304390754729702775827710186'}"
"{'date': '2023-12-19', 'implied_volatility': '0.338892332455838', 'price': '49.6040000000000000', 'realized_volatility': '0.359210970516642288325155564584763653805263423242866427'}"
"{'date': '2023-12-20', 'implied_volatility': '0.3545838879267575', 'price': '48.1110000000000000', 'realized_volatility': '0.357841560341929129388838019936978504915043412085566418'}"
"{'date': '2023-12-21', 'implied_volatility': '0.34031631194866896', 'price': '48.9900000000000000', 'realized_volatility': '0.341767212433913078064947166446066847330866092755033662'}"
"{'date': '2023-12-22', 'implied_volatility': '0.3303788344368725', 'price': '48.8300000000000000', 'realized_volatility': '0.346771627537299623710940452211349211620114436236521848'}"
"{'date': '2023-12-26', 'implied_volatility': '0.337621194508572', 'price': '49.2790000000000000', 'realized_volatility': '0.346922427174332098089104063748631384394199395594723767'}"
"{'date': '2023-12-27', 'implied_volatility': '0.33141773561865', 'price': '49.4170000000000000', 'realized_volatility': '0.347072491547321886706163947560149675840601324291548468'}"
"{'date': '2023-12-28', 'implied_volatility': '0.319982432526699', 'price': '49.5220000000000000', 'realized_volatility': '0.356235946295086886041651302876384790532894043511925229'}"
"{'date': '2023-12-29', 'implied_volatility': '0.32195872101192746', 'price': '49.5220000000000000', 'realized_volatility': '0.356572082250544157836146012916813128503077439849376871'}"
"{'date': '2024-01-02', 'implied_volatility': '0.348734969065439', 'price': '48.1680000000000000', 'realized_volatility': '0.363555089296337592496544543314900429216779488783972451'}"
"{'date': '2024-01-03', 'implied_volatility': '0.3473155036336225', 'price': '47.5690000000000000', 'realized_volatility': '0.360700310320570892593029955063649457708211320266859138'}"
"{'date': '2024-01-04', 'implied_volatility': '0.3351268972663425', 'price': '47.9980000000000000', 'realized_volatility': '0.395307470346114158203808014507413830617331425256397534'}"
"{'date': '2024-01-05', 'implied_volatility': '0.3260332810195365', 'price': '49.0970000000000000', 'realized_volatility': '0.426038747454626054299470313484825627903298433038770703'}"
"{'date': '2024-01-08', 'implied_volatility': '0.34121751115875854', 'price': '52.2530000000000000', 'realized_volatility': '0.422481259143092759219016877365965985265526483821222413'}"
"{'date': '2024-01-09', 'implied_volatility': '0.3522242268710485', 'price': '53.1400000000000000', 'realized_volatility': '0.374582606788511808615199442391680413985664501598501730'}"
"{'date': '2024-01-10', 'implied_volatility': '0.3512228923446305', 'price': '54.3500000000000000', 'realized_volatility': '0.370762026538228562507435235837784718433254560021258506'}"
"{'date': '2024-01-11', 'implied_volatility': '0.3416668413177595', 'price': '54.8220000000000000', 'realized_volatility': '0.382293154035299493770127018807509984533873239081976903'}"
"{'date': '2024-01-12', 'implied_volatility': '0.33565576276202846', 'price': '54.7100000000000000', 'realized_volatility': '0.381159909961703284403924923434826854473041607835965844'}"
"{'date': '2024-01-16', 'implied_volatility': '0.351578218137099', 'price': '56.3820000000000000', 'realized_volatility': '0.381107853058513479369334121702793452113820137868986807'}"
"{'date': '2024-01-17', 'implied_volatility': '0.3599996534500225', 'price': '56.0530000000000000', 'realized_volatility': '0.375817214318667947172605606555297913478324929073944481'}"
"{'date': '2024-01-18', 'implied_volatility': '0.35671692101069297', 'price': '57.1070000000000000', 'realized_volatility': '0.379771684096207399122716427256524204926103547267662252'}"
"{'date': '2024-01-19', 'implied_volatility': '0.359659804019472', 'price': '59.4910000000000000', 'realized_volatility': '0.374210272419096686330861678842984232559426558233794318'}"
"{'date': '2024-01-22', 'implied_volatility': '0.446461438349314', 'price': '59.6540000000000000', 'realized_volatility': '0.378461435527509495948166664194450615517643858378945493'}"
"{'date': '2024-01-23', 'implied_volatility': '0.43285099605572896', 'price': '59.8730000000000000', 'realized_volatility': '0.391372960460625586275309196967739677717254433951000838'}"
"{'date': '2024-01-24', 'implied_volatility': '0.447984921340562', 'price': '61.3620000000000000', 'realized_volatility': '0.655131988313867960277219265137645477631788045511764821'}"
"{'date': '2024-01-25', 'implied_volatility': '0.460858393484233', 'price': '61.6170000000000000', 'realized_volatility': '0.649673308962586100529236473544416199831133605635008896'}"
"{'date': '2024-01-26', 'implied_volatility': '0.456215261073482', 'price': '61.0310000000000000', 'realized_volatility': '0.649598800340677685579010526061701472328829395314151909'}"
"{'date': '2024-01-29', 'implied_volatility': '0.449546302348966', 'price': '62.4650000000000000', 'realized_volatility': '0.648965639892920469187612206481963851310162860312189186'}"
"{'date': '2024-01-30', 'implied_volatility': '0.4619079087955975', 'price': '62.7740000000000000', 'realized_volatility': '0.645595687391458382524059157419927739831373427640094044'}"
"{'date': '2024-01-31', 'implied_volatility': '0.4602225913667885', 'price': '61.5270000000000000', 'realized_volatility': '0.649524374075737230069792814037407354090250248520997325'}"
"{'date': '2024-02-01', 'implied_volatility': '0.453625707283813', 'price': '63.0270000000000000', 'realized_volatility': '0.659849839742060086407164675102105521245232859408466270'}"
"{'date': '2024-02-02', 'implied_volatility': '0.473485494403617', 'price': '66.1600000000000000', 'realized_volatility': '0.666017152379803791807023722763891715061562384739126704'}"
"{'date': '2024-02-05', 'implied_volatility': '0.5314994594691775', 'price': '69.3320000000000000', 'realized_volatility': '0.645349309601469610884643201971750208520953686596521781'}"
"{'date': '2024-02-06', 'implied_volatility': '0.5430043086539236', 'price': '68.2230000000000000', 'realized_volatility': '0.634229838384978851762381609534496845617133989575852098'}"
"{'date': '2024-02-07', 'implied_volatility': '0.5389894172733856', 'price': '70.0990000000000000', 'realized_volatility': '0.649857364269487963701169263889726000350946419721506850'}"
"{'date': '2024-02-08', 'implied_volatility': '0.543241912484695', 'price': '69.6410000000000000', 'realized_volatility': '0.672493768817999273241290747175551031068680239242233851'}"
"{'date': '2024-02-09', 'implied_volatility': '0.551728827695981', 'price': '72.1330000000000000', 'realized_volatility': '0.675385860494584485453044889865233859828656696951844240'}"
"{'date': '2024-02-12', 'implied_volatility': '0.5947465243743371', 'price': '72.2480000000000000', 'realized_volatility': '0.706738997508834516774466531961581015475266308010954522'}"
"{'date': '2024-02-13', 'implied_volatility': '0.6250488633032381', 'price': '72.1280000000000000', 'realized_volatility': '0.707814862974335481955388896299986639931713422120694158'}"
"{'date': '2024-02-14', 'implied_volatility': '0.6224108950678635', 'price': '73.9000000000000000', 'realized_volatility': '0.716226856695305306297551423010556617257927934133969330'}"
"{'date': '2024-02-15', 'implied_volatility': '0.626917347915098', 'price': '72.6580000000000000', 'realized_volatility': '0.711316236318554001701807734291505838230900253148445683'}"
"{'date': '2024-02-16', 'implied_volatility': '0.6238505302438515', 'price': '72.6130000000000000', 'realized_volatility': '0.709391839187009223755260610950151927612600433452148824'}"
"{'date': '2024-02-20', 'implied_volatility': '0.6314745629056915', 'price': '69.4520000000000000', 'realized_volatility': '0.7102718584055872706049402626832554446529108982140564'}"
"{'date': '2024-02-21', 'implied_volatility': '0.602139583535926', 'price': '67.4720000000000000', 'realized_volatility': '0.6946013886117423264592680690340490783558852663727796'}"
"{'date': '2024-02-22', 'implied_volatility': '0.454994317247782', 'price': '78.5380000000000000', 'realized_volatility': '0.6883998775708788424188869644038404305881466770792658'}"
"{'date': '2024-02-23', 'implied_volatility': '0.48364801423778603', 'price': '78.8170000000000000', 'realized_volatility': '0.4576450424510823673770965375630145572023264321974468'}"
"{'date': '2024-02-26', 'implied_volatility': '0.4691383298770605', 'price': '79.0920000000000000', 'realized_volatility': '0.4582971942910729013951966457532977504484308473703473'}"
"{'date': '2024-02-27', 'implied_volatility': '0.44185791491548554', 'price': '78.7010000000000000', 'realized_volatility': '0.4672659784507675927984717213705490207098367716008738'}"
"{'date': '2024-02-28', 'implied_volatility': '0.4350939802061965', 'price': '77.6630000000000000', 'realized_volatility': '0.4752631256359124491402424343051031018606509880361250'}"
"{'date': '2024-02-29', 'implied_volatility': '0.4260723134766285', 'price': '79.1120000000000000', 'realized_volatility': '0.47296315836648158377218806800163725649072887293993008203'}"
"{'date': '2024-03-01', 'implied_volatility': '0.4296854387645775', 'price': '82.2790000000000000', 'realized_volatility': '0.46722112239204827571348951033105930731569083250470242155'}"
"{'date': '2024-03-04', 'implied_volatility': '0.461643730095461', 'price': '85.2370000000000000', 'realized_volatility': '0.44823777793384575703531713452861765552042829563047777338'}"
"{'date': '2024-03-05', 'implied_volatility': '0.483640207545475', 'price': '85.9640000000000000', 'realized_volatility': '0.43148876232448230095356809841021327755827298476551771917'}"
"{'date': '2024-03-06', 'implied_volatility': '0.499932828809797', 'price': '88.7000000000000000', 'realized_volatility': '0.44663438247914134823486334337413672410770397574159840105'}"
"{'date': '2024-03-07', 'implied_volatility': '0.5632896806036235', 'price': '92.6690000000000000', 'realized_volatility': '0.44082091216094226895435284601479062217840100646861261209'}"
"{'date': '2024-03-08', 'implied_volatility': '0.6123084456683661', 'price': '87.5280000000000000', 'realized_volatility': '0.41500387641513588535168263788153927951524078570899709406'}"
"{'date': '2024-03-11', 'implied_volatility': '0.574313681924031', 'price': '85.7740000000000000', 'realized_volatility': '0.37200885544493220607566372786153619426215147131684298022'}"
"{'date': '2024-03-12', 'implied_volatility': '0.6294906693890775', 'price': '91.9130000000000000', 'realized_volatility': '0.37208702133783115089160058574457297155431149669382542054'}"
"{'date': '2024-03-13', 'implied_volatility': '0.634376683040974', 'price': '90.8880000000000000', 'realized_volatility': '0.31608595819104098048032905650488101002726022963528102045'}"
"{'date': '2024-03-14', 'implied_volatility': '0.596786971234127', 'price': '87.9440000000000000', 'realized_volatility': '0.32732541819043349589219109683989955172345337469691397584'}"
"{'date': '2024-03-15', 'implied_volatility': '0.6150818650016595', 'price': '87.8365000000000000', 'realized_volatility': '0.32084027352085667462350185633123538766939526710591572943'}"
"{'date': '2024-03-18', 'implied_volatility': '0.583887842490943', 'price': '88.4550000000000000', 'realized_volatility': '0.32561808151043870988270285637909248102429991614760781485'}"
"{'date': '2024-03-19', 'implied_volatility': '0.5004699761873199', 'price': '89.3980000000000000', 'realized_volatility': '0.35245008865401907261598478867695544872913426452636124225'}"
"{'date': '2024-03-20', 'implied_volatility': '0.46639556627516954', 'price': '90.3720000000000000', 'realized_volatility': '0.35167915921996200477905150423193250734960106569072705354'}"
"{'date': '2024-03-21', 'implied_volatility': '0.4698539795867295', 'price': '91.4350000000000000', 'realized_volatility': '0.50694556177967274191689946234548311110336082373175594586'}"
"{'date': '2024-03-22', 'implied_volatility': '0.489293648395766', 'price': '94.2890000000000000', 'realized_volatility': '0.52582350694143143955456108161706157691072159120096008420'}"
"{'date': '2024-03-25', 'implied_volatility': '0.49351025733526', 'price': '95.0020000000000000', 'realized_volatility': '0.52989885081754738052789631144032114629794754729014417365'}"
"{'date': '2024-03-26', 'implied_volatility': '0.47039468044018795', 'price': '92.5610000000000000', 'realized_volatility': '0.54227611016639472498637041221623313727401777621334795485'}"
"{'date': '2024-03-27', 'implied_volatility': '0.46493789843342204', 'price': '90.2500000000000000', 'realized_volatility': '0.54911652214625869359552128769203199399300466139900871282'}"
"{'date': '2024-03-28', 'implied_volatility': '0.441779841227954', 'price': '90.3560000000000000', 'realized_volatility': '0.58118366457519688778294072241932381718729063296188414148'}"
"{'date': '2024-04-01', 'implied_volatility': '0.456859222975438', 'price': '90.3630000000000000', 'realized_volatility': '0.58118611880217046626414714288419271864771499291319018102'}"
"{'date': '2024-04-02', 'implied_volatility': '0.443896982350325', 'price': '89.4520000000000000', 'realized_volatility': '0.583676049161750911807683398991232533592303391184022287'}"
"{'date': '2024-04-03', 'implied_volatility': '0.43785272486410354', 'price': '88.9640000000000000', 'realized_volatility': '0.599051906626677386542330361978069508921800342391282755'}"
"{'date': '2024-04-04', 'implied_volatility': '0.456224092084094', 'price': '85.9050000000000000', 'realized_volatility': '0.609461132132294570456891671872686568449859466622788555'}"
"{'date': '2024-04-05', 'implied_volatility': '0.42623372640387047', 'price': '88.0080000000000000', 'realized_volatility': '0.609215633147084095002480595246601435543085036609780782'}"
"{'date': '2024-04-08', 'implied_volatility': '0.422711184292919', 'price': '87.1330000000000000', 'realized_volatility': '0.616691138672053356589690917846579450513553995430301540'}"
"{'date': '2024-04-09', 'implied_volatility': '0.4169175047018025', 'price': '85.3540000000000000', 'realized_volatility': '0.618901486274781431001916206036089531902191368881297743'}"
"{'date': '2024-04-10', 'implied_volatility': '0.4161619686450665', 'price': '87.0390000000000000', 'realized_volatility': '0.614848369087076329344588732811313764471672934261914912'}"
"{'date': '2024-04-11', 'implied_volatility': '0.422452569941811', 'price': '90.6160000000000000', 'realized_volatility': '0.614447304600198128770241797373700043238067009899776735'}"
"{'date': '2024-04-12', 'implied_volatility': '0.4296071894144665', 'price': '88.1860000000000000', 'realized_volatility': '0.599929241965111064789411703144526642922124756613270296'}"
"{'date': '2024-04-15', 'implied_volatility': '0.442151519476668', 'price': '86.0010000000000000', 'realized_volatility': '0.592905247671232110201080225669369940800095539867189625'}"
"{'date': '2024-04-16', 'implied_volatility': '0.4313671988429225', 'price': '87.4150000000000000', 'realized_volatility': '0.587481007886877036353777527189844056490293352590701955'}"
"{'date': '2024-04-17', 'implied_volatility': '0.4452673362348195', 'price': '84.0350000000000000', 'realized_volatility': '0.597288106175799934272330765710442234362612218352163788'}"
"{'date': '2024-04-18', 'implied_volatility': '0.4370431557279275', 'price': '84.6710000000000000', 'realized_volatility': '0.581389601512001733642720872002789840495883518868272256'}"
"{'date': '2024-04-19', 'implied_volatility': '0.50715861958093', 'price': '76.2000000000000000', 'realized_volatility': '0.585067886091157205661313633652810060522016129696427452'}"
"{'date': '2024-04-22', 'implied_volatility': '0.6208870366406255', 'price': '79.5180000000000000', 'realized_volatility': '0.463029729880768762369747355099039886893067503514888047'}"
"{'date': '2024-04-23', 'implied_volatility': '0.6115267074268416', 'price': '82.4230000000000000', 'realized_volatility': '0.440269143338754977212364597591059876673839245001833692'}"
"{'date': '2024-04-24', 'implied_volatility': '0.6307690443922116', 'price': '79.6770000000000000', 'realized_volatility': '0.422034855205969706535003982184038539180868636349614993'}"
"{'date': '2024-04-25', 'implied_volatility': '0.6292601704260945', 'price': '82.6320000000000000', 'realized_volatility': '0.509395662836572064099927723431653317481466589927429958'}"
"{'date': '2024-04-26', 'implied_volatility': '0.648560202250686', 'price': '87.7350000000000000', 'realized_volatility': '0.501313931299137490344949389491109012590161257661631486'}"
"{'date': '2024-04-29', 'implied_volatility': '0.6226882474984274', 'price': '87.7570000000000000', 'realized_volatility': '0.514199535742248972106122843215664382060992935732865862'}"
"{'date': '2024-04-30', 'implied_volatility': '0.6326864771631191', 'price': '86.4020000000000000', 'realized_volatility': '0.5148483791653283451101883600843102863939019657183098'}"
"{'date': '2024-05-01', 'implied_volatility': '0.626778967688815', 'price': '83.0410000000000000', 'realized_volatility': '0.5285682820133686615301245369657601477816384972385017'}"
"{'date': '2024-05-02', 'implied_volatility': '0.6229188287892049', 'price': '85.8170000000000000', 'realized_volatility': '0.5105778068362199741932828517460097878199326005093442'}"
"{'date': '2024-05-03', 'implied_volatility': '0.6117653107047041', 'price': '88.7890000000000000', 'realized_volatility': '0.5244866153800942965793524984038040738476048776299043'}"
"{'date': '2024-05-06', 'implied_volatility': '0.5949580235475656', 'price': '92.1400000000000000', 'realized_volatility': '0.5127569272823256175601120781640628977525562421364792'}"
"{'date': '2024-05-07', 'implied_volatility': '0.597424570278565', 'price': '90.5540000000000000', 'realized_volatility': '0.5262792933018880126261010811936819393184589735376441'}"
"{'date': '2024-05-08', 'implied_volatility': '0.6000931522526805', 'price': '90.4120000000000000', 'realized_volatility': '0.5242321377145796615949247922686684295037634033791393'}"
"{'date': '2024-05-09', 'implied_volatility': '0.597644609405708', 'price': '88.7470000000000000', 'realized_volatility': '0.524191421831282326242739525673193369940310146598559171'}"
"{'date': '2024-05-10', 'implied_volatility': '0.5816875362055769', 'price': '89.8780000000000000', 'realized_volatility': '0.520869963898609599308524401863107568275125133114904796'}"
"{'date': '2024-05-13', 'implied_volatility': '0.5596996957291576', 'price': '90.3990000000000000', 'realized_volatility': '0.519507776029304028079201857991033220401001796758135485'}"
"{'date': '2024-05-14', 'implied_volatility': '0.5508030695298345', 'price': '91.3560000000000000', 'realized_volatility': '0.533423267870853842110815580104285364902510491566825749'}"
"{'date': '2024-05-15', 'implied_volatility': '0.554165679086928', 'price': '94.6300000000000000', 'realized_volatility': '0.544094058675887673699394291601688483676245441251722238'}"
"{'date': '2024-05-16', 'implied_volatility': '0.564168119806612', 'price': '94.3590000000000000', 'realized_volatility': '0.533839302304153130038108082169289763662225108225290052'}"
"{'date': '2024-05-17', 'implied_volatility': '0.577745068779802', 'price': '92.4790000000000000', 'realized_volatility': '0.534224661642404096271091741287992829496270155554815200'}"
"{'date': '2024-05-20', 'implied_volatility': '0.530742999064461', 'price': '94.7800000000000000', 'realized_volatility': '0.543417880748531763995080374467505235046821875595035282'}"
"{'date': '2024-05-21', 'implied_volatility': '0.520240330580645', 'price': '95.3860000000000000', 'realized_volatility': '0.550798226387288726937685544220383987748434999923493132'}"
"{'date': '2024-05-22', 'implied_volatility': '0.527124006954673', 'price': '94.9500000000000000', 'realized_volatility': '0.559439569890381366214915920876994574031103664525371634'}"
"{'date': '2024-05-23', 'implied_volatility': '0.39483567043612', 'price': '103.7990000000000000', 'realized_volatility': '0.608364697013385631708589175945797143697748413727951794'}"
"{'date': '2024-05-24', 'implied_volatility': '0.3781206357889315', 'price': '106.4690000000000000', 'realized_volatility': '0.571709117699320553780472343553321900305669612341377080'}"
"{'date': '2024-05-28', 'implied_volatility': '0.446873208993965', 'price': '113.9010000000000000', 'realized_volatility': '0.564930766194691157307879793799416007130465413406895207'}"
"{'date': '2024-05-29', 'implied_volatility': '0.45571437663823955', 'price': '114.8250000000000000', 'realized_volatility': '0.515883693971586393195815311572057417787698429420456757'}"
"{'date': '2024-05-30', 'implied_volatility': '0.46098545204121855', 'price': '110.5000000000000000', 'realized_volatility': '0.515446460733681233243477301395376947307168668211462446'}"
"{'date': '2024-05-31', 'implied_volatility': '0.454680083220078', 'price': '109.6330000000000000', 'realized_volatility': '0.498787054851119174939261229374315615103358573446559744'}"
"{'date': '2024-06-03', 'implied_volatility': '0.43873015987431396', 'price': '115.0000000000000000', 'realized_volatility': '0.500133670604811078186277120018246760506404646555724644'}"
"{'date': '2024-06-04', 'implied_volatility': '0.42770289705193154', 'price': '116.4370000000000000', 'realized_volatility': '0.496527882813555348963177518546207145985627701670862558'}"
"{'date': '2024-06-05', 'implied_volatility': '0.44782829003081104', 'price': '122.4400000000000000', 'realized_volatility': '0.499222049707126713791219410988954213664089683309157597'}"
"{'date': '2024-06-06', 'implied_volatility': '0.46853244897074753', 'price': '120.9980000000000000', 'realized_volatility': '0.472329502627008266350864317828008972210747749013653227'}"
"{'date': '2024-06-07', 'implied_volatility': '0.44370835903454253', 'price': '120.8880000000000000', 'realized_volatility': '0.478373062279585173644776641747966363211871957521168412'}"
"{'date': '2024-06-10', 'implied_volatility': '0.42238795635468496', 'price': '121.79', 'realized_volatility': '0.487380130363136664717163202455976915184085175324205558'}"
"{'date': '2024-06-11', 'implied_volatility': '0.409549426180796', 'price': '120.91', 'realized_volatility': '0.525166652538073597656190602107136884676607424691962814'}"
"{'date': '2024-06-12', 'implied_volatility': '0.397168552862072', 'price': '125.20', 'realized_volatility': '0.527316615578202492907130946028873809266078943685854996'}"
"{'date': '2024-06-13', 'implied_volatility': '0.4249246811399585', 'price': '129.61', 'realized_volatility': '0.513289739497067399708920802979242487749851810646705380'}"
"{'date': '2024-06-14', 'implied_volatility': '0.461244743027276', 'price': '131.88', 'realized_volatility': '0.503677193908544116285145172734356868935581426887322261'}"
"{'date': '2024-06-17', 'implied_volatility': '0.462114943382342', 'price': '130.98', 'realized_volatility': '0.553259488851344319673579191418223299593241819401106798'}"
"{'date': '2024-06-18', 'implied_volatility': '0.447195133642433', 'price': '135.58', 'realized_volatility': '0.561447102206213661913101131884323462326844447406497600'}"
"{'date': '2024-06-20', 'implied_volatility': '0.5239588876795724', 'price': '130.78', 'realized_volatility': '0.555247985192430208303609048455421490541657592319575117'}"
"{'date': '2024-06-21', 'implied_volatility': '0.5319557115098015', 'price': '126.57', 'realized_volatility': '0.564947272255272494771424589562591777825033694613190665'}"
